system,auoc,fir_at_500ms,latency_at_10pct
fixed,0.42521162092624365,0.5759433962264152,1.9740000000000006
text,0.3749049090667302,0.4972518550201111,1.9043434679508215
prosody,0.38026047143579883,0.49715988121023574,1.9399611234664922
fusion,0.34990529789765595,0.43716468224745336,1.8096469835937028
