fir,fixed,text,fusion,saving_ms,saving_pct
0.1,1.9740000000000006,1.9043434679508215,1.8096469835937028,164.35301640629785,8.325887355942138
0.15,1.551612903225807,1.347047118842602,1.2880834969736283,263.52940625217866,16.984223687770346
0.2,1.232352941176471,1.0456032781224507,0.9928982794284824,239.4546617479887,19.430688542796208
0.25,1.063483146067416,0.8919044492766263,0.8286791550261635,234.80399104125237,22.07876936362542
0.3,0.9320754716981136,0.7708167082497054,0.7143141934504877,217.76127824762582,23.36305211968454
0.4,0.73135593220339,0.6062195148883445,0.549615140833886,181.74079136950405,24.849841693628587
